Movie_Description,Action,Sci-Fi,Comedy,Crime,Western,Family,Drama,Horror,Romance,Thriller,Adventure
"The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.",0,0,0,0,0,0,1,0,0,0,0
"The story of James J. Braddock, a supposedly washed-up boxer who came back to challenge for the heavyweight championship of the world.",0,0,0,0,0,0,1,0,1,0,0
An old man makes a long journey by lawnmower to mend his relationship with an ill brother.,0,0,0,0,0,0,1,0,0,0,0
"Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.",0,0,0,1,0,0,1,0,0,0,0
"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",0,0,0,0,0,0,1,0,0,0,0
"A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.",0,0,0,1,0,0,1,0,0,0,0
"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.",0,0,0,1,0,0,1,0,0,0,0
"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev.",0,0,0,0,0,0,1,0,0,0,0
Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,0,0,0,0,0,0,1,0,0,0,0
"Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",0,0,1,0,0,0,1,0,0,0,0
The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,0,0,0,0,0,0,1,0,0,0,0
"The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",0,0,0,0,0,0,1,0,0,0,0
"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",0,0,0,0,0,0,1,0,0,0,0
"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",0,0,0,0,0,0,1,0,0,0,0
The World War II phase of the career of controversial American general George S. Patton.,0,0,0,0,0,0,1,0,0,0,0
"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",0,0,0,0,0,0,1,0,0,0,0
"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",0,0,0,1,0,0,1,0,0,0,0
The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,0,0,0,0,0,0,1,0,0,0,0
"Elvis is Baz Luhrmann's biopic of Elvis Presley, from his childhood to becoming a rock and movie star in the 1950s while maintaining a complex relationship with his manager, Colonel Tom Parker.",0,0,0,0,0,0,1,0,0,0,0
U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,0,0,1,0,0,0,1,0,0,0,0
"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",0,0,1,0,0,0,1,0,0,0,0
"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",0,0,0,0,0,0,1,0,0,0,0
Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,0,0,0,1,0,0,1,0,0,0,0
"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",0,0,0,0,0,0,1,0,0,0,0
Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.,0,0,0,1,0,0,1,0,0,0,0
"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",0,0,0,1,0,0,1,0,0,0,0
"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",0,0,0,0,0,0,1,0,0,0,0
"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",0,0,0,0,0,0,1,0,0,0,0
The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,0,0,0,0,0,0,1,0,0,0,0
A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,0,0,0,0,0,0,1,0,0,1,0
"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.",0,0,0,0,0,1,1,0,0,0,0
"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",0,0,1,0,0,0,1,0,0,0,0
"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",0,0,0,0,0,0,1,0,0,0,0
"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",0,0,0,0,0,0,1,0,0,0,0
"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",0,0,0,0,0,0,1,0,0,0,0
"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",0,0,0,0,0,0,1,0,0,0,0
A look at the relationship between the famous physicist Stephen Hawking and his wife.,0,0,0,0,0,0,1,0,1,0,0
"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",0,0,0,0,0,0,1,0,0,1,0
A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,0,0,0,0,0,0,1,0,0,0,0
"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",0,0,0,0,0,0,1,0,0,0,0
"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",0,0,0,0,0,0,1,0,0,0,0
The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,0,0,0,0,0,1,1,0,0,0,0
"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",0,0,0,1,0,0,1,0,0,0,0
"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",0,0,0,0,0,0,1,0,0,0,0
"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",0,0,0,0,0,0,1,0,0,0,0
The story of the final Emperor of China.,0,0,0,0,0,0,1,0,0,0,0
An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,0,0,0,1,0,0,1,0,0,0,0
"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",0,0,0,0,0,0,1,0,0,0,0
A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,0,0,0,0,0,0,1,0,0,0,0
"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",0,0,1,0,0,0,1,0,0,0,0
"Against all the odds, a thirteen-year-old boy in Malawi invents an unconventional way to save his family and village from famine.",0,0,0,0,0,0,1,0,0,0,0
"Biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence, and personal life.",0,0,1,0,0,0,1,0,0,0,0
World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,0,0,0,1,0,0,1,0,0,0,0
"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",0,0,1,0,0,0,1,0,0,0,0
"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",0,0,0,0,0,0,1,0,0,0,0
Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,0,0,0,0,0,0,1,0,0,0,0
"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",0,0,0,0,0,0,1,0,0,0,0
"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves and pursue education beyond high school.",0,0,0,1,0,0,1,0,0,0,0
Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.,0,0,0,0,0,0,1,0,0,0,0
"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",0,0,0,0,0,0,1,0,0,0,0
"A dramatization of the final days of Sophie Scholl, one of the most famous members of the German World War II anti-Nazi resistance movement, The White Rose.",0,0,0,1,0,0,1,0,0,0,0
"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",0,0,0,0,0,0,1,0,0,0,0
A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard Williams.,0,0,0,0,0,0,1,0,0,0,0
"On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City.",0,0,0,0,0,0,1,0,0,0,0
"Ron Stallworth, an African American police officer from Colorado Springs, CO, successfully manages to infiltrate the local Ku Klux Klan branch with the help of a Jewish surrogate who eventually becomes its leader. Based on actual events.",0,0,1,1,0,0,0,0,0,0,0
"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",0,0,1,0,0,0,1,0,0,0,0
"In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.",0,0,1,0,0,0,1,0,0,0,0
"Security guard Richard Jewell is an instant hero after foiling a bomb attack at the 1996 Atlanta Olympics, but his life becomes a nightmare when the FBI leaks to the media that he is a suspect in the case.",0,0,0,1,0,0,1,0,0,0,0
"The story of Oscar Grant III, a 22-year-old Bay Area resident, who crosses paths with friends, enemies, family, and strangers on the last day of 2008.",0,0,0,1,0,0,1,0,0,0,0
"Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.",0,0,1,0,0,0,1,0,0,0,0
Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,0,0,0,0,0,0,1,0,0,0,0
"A young queen, who is married to an insane king, falls secretly in love with her physician - and together they start a revolution that changes a nation forever.",0,0,0,0,0,0,1,0,0,0,0
The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.,0,0,0,0,0,0,1,0,0,0,0
"A chronicle of Dr. Martin Luther King, Jr.'s campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama, in 1965.",0,0,0,0,0,0,1,0,0,0,0
The story of Harvey Milk and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.,0,0,0,1,0,0,1,0,0,0,0
Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,0,0,0,1,0,0,1,0,0,0,0
"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",0,0,0,0,0,0,1,0,0,0,0
"Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.",0,0,0,1,0,0,1,0,0,0,0
"A drama based on the true story of Melvin B. Tolson, a professor at Wiley College Texas. In 1935, he inspired students to form the school's first debate team, which went on to challenge Harvard in the national championship.",0,0,0,0,0,0,1,0,1,0,0
A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,0,0,0,0,0,0,1,0,0,0,0
"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",0,0,0,1,0,0,1,0,0,0,0
"A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.",0,0,0,1,0,0,1,0,0,0,0
"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",0,0,0,0,0,0,1,0,0,0,0
Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,0,0,0,0,0,0,1,0,0,0,0
"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",0,0,1,0,0,0,1,0,0,0,0
"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",0,0,0,0,0,0,1,0,0,0,0
A teen girl in 1970's Berlin becomes addicted to heroin. Everything in her life slowly begins to distort and disappear as she befriends a small crew of junkies and falls in love with a drug-abusing male prostitute.,0,0,0,0,0,0,1,0,0,0,0
"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",0,0,0,1,0,0,1,0,0,0,0
"Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.",0,0,0,0,0,0,1,0,0,0,0
Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,0,0,0,0,0,0,1,0,0,1,0
"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",0,0,0,0,0,0,1,0,0,0,0
"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",0,0,0,1,0,0,1,0,0,0,0
"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",0,0,0,0,0,0,1,0,0,0,0
"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",0,0,0,0,0,0,1,0,0,0,0
"A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.",0,0,0,0,0,0,1,0,0,0,0
"Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.",0,0,0,0,0,0,1,0,0,0,0
"In the 60s, Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 80s, he's a broken, confused man under the 24-hour watch of shady therapist, Dr. Eugene Landy.",0,0,0,0,0,0,1,0,0,0,0
Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.,0,0,0,0,0,0,1,0,0,0,0
"In the 1913 U.S. Open, twenty-year-old Francis Ouimet played golf against his idol, 1900 U.S. Open champion, Englishman Harry Vardon.",0,0,0,0,0,0,1,0,0,0,0
"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad.",0,0,0,0,0,0,1,0,0,0,0
An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,0,0,1,0,0,0,1,0,0,0,0
"In 1931, three half-white, half-Aboriginal girls escape after being plucked from their houses to be trained as domestic staff, and set off on a journey across the Outback.",0,0,0,0,0,0,1,0,0,0,0
An unemployed single mother becomes a legal assistant and almost single-handedly brings down a California power company accused of polluting a city's water supply.,0,0,0,0,0,0,1,0,0,0,0
The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.,0,0,0,0,0,0,1,0,0,0,0
The life and career of legendary comedian Andy Kaufman.,0,0,1,0,0,0,1,0,0,0,0
The last days of Frankenstein (1931) director James Whale are explored.,0,0,0,0,0,0,1,0,0,0,0
A prepubescent chess prodigy refuses to harden himself in order to become a champion like the famous but unlikable Bobby Fischer.,0,0,0,0,0,0,1,0,0,0,0
A widow accepts a job as a live-in governess to the King of Siam's children.,0,0,0,0,0,0,1,0,0,0,0
In the 1960s two African-American entrepreneurs hire a working-class white man to pretend to be the head of their business empire while they pose as a janitor and chauffeur.,0,0,0,0,0,0,1,0,0,0,0
The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,0,0,0,1,0,0,1,0,0,0,0
"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",0,0,0,1,0,0,1,0,0,0,0
"The true feel-good story of how James Bowen, a busker and recovering drug addict, has his life transformed when he meets a stray ginger cat. Based on the international best selling book.",0,0,0,0,0,1,1,0,0,0,0
"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",0,0,1,0,0,0,1,0,0,0,0
"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.",0,0,0,0,0,0,1,0,0,0,0
"The biracial daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in 18th century England.",0,0,0,0,0,0,1,0,1,0,0
A musical fantasy about the fantastical human story of Elton John's breakthrough years.,0,0,0,0,0,0,1,0,0,0,0
A young boy and his working-class Belfast family experience the tumultuous late 1960s.,0,0,0,0,0,0,1,0,0,0,0
"Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",0,0,0,0,0,0,1,0,0,0,0
"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",0,0,0,0,0,0,1,0,0,0,0
"Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",0,0,0,0,0,0,1,0,0,0,0
"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",0,0,0,0,0,0,1,0,0,0,0
"After the death of Princess Diana, Queen Elizabeth II struggles with her reaction to a sequence of events nobody could have predicted.",0,0,0,0,0,0,1,0,0,0,0
Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.,0,0,0,0,0,0,1,0,0,0,0
"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",0,0,0,1,0,0,1,0,0,0,0
"Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",0,0,0,1,0,0,1,0,0,0,0
"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",0,0,1,0,0,0,1,0,0,0,0
"In a Napoleonic era insane asylum, an inmate, the irrepressible Marquis De Sade, fights a battle of wills against a tyrannically prudish doctor.",0,0,0,0,0,0,1,0,0,0,0
Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,0,0,0,0,0,0,1,0,0,0,0
"Antwone Fisher, a young navy man, is forced to see a psychiatrist after a violent outburst against a fellow crewman. During the course of treatment a painful past is revealed and a new hope begins.",0,0,0,0,0,0,1,0,0,0,0
"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",0,0,0,0,0,0,1,0,1,0,0
"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.",0,0,0,0,0,0,1,0,0,0,0
"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",0,0,0,0,0,0,1,0,0,0,0
A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,0,0,0,1,0,0,1,0,0,0,0
"Two teenage girls share a unique bond; their parents, concerned that the friendship is too intense, separate them, and the girls take revenge.",0,0,0,1,0,0,1,0,0,0,0
"The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.",0,0,0,0,0,0,1,0,0,0,0
"In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",0,0,1,0,0,0,1,0,0,0,0
"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",0,0,1,0,0,0,1,0,0,0,0
"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",0,0,0,1,0,0,1,0,0,0,0
"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",0,0,0,0,0,0,1,0,0,0,0
"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.",0,0,1,0,0,0,1,0,0,0,0
"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",0,0,0,0,0,0,1,0,0,0,0
"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",0,0,0,0,0,0,1,0,0,0,0
"The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.'",0,0,0,0,0,0,1,0,0,0,0
"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song: a grueling theatre tour of post-war Britain.",0,0,1,0,0,0,1,0,0,0,0
Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,0,0,0,0,0,0,1,0,0,0,0
"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",0,0,0,0,0,0,1,0,0,0,0
A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,0,0,1,0,0,0,1,0,0,0,0
"A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times.",0,0,0,0,0,0,1,0,0,0,0
"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",0,0,0,0,0,0,1,0,0,0,0
"A working mother puts herself through law school in an effort to represent her brother, who has been wrongfully convicted of murder and has exhausted his chances to appeal his conviction through public defenders.",0,0,0,1,0,0,1,0,0,0,0
"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.",0,0,0,1,0,0,1,0,0,0,0
"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",0,0,0,0,0,1,1,0,0,0,0
"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",0,0,0,0,0,0,1,0,0,0,0
"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",0,0,0,1,0,0,1,0,0,0,0
"The story of the life and academic career of the pioneer Indian mathematician, Srinivasa Ramanujan, and his friendship with his mentor, Professor G.H. Hardy.",0,0,0,0,0,0,1,0,0,0,0
"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",0,0,0,0,0,0,1,0,0,0,0
"The story of Carl Brashear, the first African-American U.S. Navy Diver, and the man who trained him.",0,0,0,0,0,0,1,0,0,0,0
"The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",0,0,0,0,0,0,1,0,0,0,0
"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.",0,0,0,0,0,0,1,0,0,0,0
A teenager with a massive facial skull deformity and biker gang mother attempt to live as normal a life as possible under the circumstances.,0,0,0,0,0,0,1,0,0,0,0
"The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",0,0,1,1,0,0,0,0,0,0,0
A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,0,0,1,0,0,0,1,0,0,0,0
"The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.",0,0,0,0,0,0,1,0,0,0,0
"When Lee Israel falls out of step with current tastes, she turns her art form to deception.",0,0,1,1,0,0,0,0,0,0,0
Based on the incredible true story of the Beam family.,0,0,0,0,0,1,1,0,0,0,0
An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,0,0,0,0,0,0,1,0,0,0,0
"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",0,0,0,0,0,0,1,0,0,0,0
"In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",0,0,0,0,0,0,1,0,0,0,0
A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,0,0,0,0,0,0,1,0,0,0,0
A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,0,0,0,0,0,0,1,0,0,0,0
"A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him.",0,0,0,0,0,0,1,0,1,0,0
"Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.",0,0,1,1,0,0,0,0,0,0,0
"The relationship between writer AA Milne and his son, Christopher Robin, and how this became the inspiration for Winnie the Pooh.",0,0,0,0,0,1,1,0,0,0,0
"When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.",0,0,0,0,0,0,1,0,0,0,0
"A chilling vision of the house of Saddam. The world of Hussein comes to life through the eyes of the man who was given a choice; either be the double for Saddam's sadistic son, or die.",0,0,0,0,0,0,1,0,0,1,0
"A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.",0,0,0,0,0,0,1,0,0,0,0
"A drama based on the experiences of Kathryn Bolkovac, a Nebraska cop who served as a peacekeeper in post-war Bosnia and outed the U.N. for covering up a sex trafficking scandal.",0,0,0,1,0,0,1,0,0,0,0
"In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista.",0,0,0,0,0,0,1,0,0,0,0
